Herb_id,Chinese_name,Pinyin_name,Latin_name,English_name,Properties_Chinese,Properties_English,Meridians_Chinese,Meridians_English,Function_Chinese,Function_English,UsePart,TCMID_id,TCM-ID_id,TCMSP_id,Link_herb_id,Alias,HERBDB_ID,Suppress
532,片姜黄,Pianjianghuang,Wenyujin Rhizoma Concisum,,"辛,苦,温","Pungent,Bitter,Warm","脾,肝","Spleen,Liver",活血化瘀药,Blood-Activating And Stasis-Resolving Medicinal,,,,,,,HERB004362,0
533,乌梢蛇,Wushaoshe,Zaocys,,"甘,平","Sweet,Calm",肝,Liver,祛风湿药,Wind-Dampnessdispelling Medicinal,,,,,,,HERB005750,0
534,巴豆霜,Badoushuang,Crotonis Semen Pulveratum,,"辛,热,有大毒","Pungent,Hot,Extremely Poisonous","胃,大肠","Stomach,Large Intestine",泻下药,Purgative Medicinal,,,,,,,HERB000130,0
535,水牛角,Shuiniujiao,Bubali Cornu,,"苦,寒","Bitter,Cold","心,肝","Heart,Liver",清热药,Heat-Clearing Medicinal,,,,,,,HERB005183,0
536,水蛭,Shuizhi,Hirudo,,"辛,热,有大毒","Pungent,Hot,Extremely Poisonous","胃,大肠","Stomach,Large Intestine",活血化瘀药,Blood-Activating And Stasis-Resolving Medicinal,,,,,,,HERB005206,0
537,炙甘草,Zhigancao,"Glycyrrhizae Radix Et Rhizoma
Praeparata Cum Melle",,"甘,平","Sweet,Calm","心,肺,脾,胃","Heart,Lung,Spleen,Stomach",补虚药,Tonifying And Replenishing Medicinal,,,,,,,HERB006990,0
538,艾片（左旋龙脑）,Aipian,L-Borneolum,,"辛,苦,微寒","Pungent,Bitter,Slightly Cold","心,脾,肺","Heart,Spleen,Lung",开窍药,Resuscitative Stimulant; Resuscitative Medicinal,,,,,,艾片,,0
539,石吊兰,Shidiaolan,Lysionoti Herba,,"苦,温","Bitter,Warm",肺,Lung,化痰药,Phlegresolving Medicine,,,,,,,HERB005042,0
540,石决明,Shijueming,Haliotidis Concha,,"咸,寒","Salty,Cold",肝,Liver,平肝熄风药,Liver-Pacifying Wind-Extinguishing Medicinal,,,,,,,HERB005061,0
541,石斛,Shihu,Dendrobii Caulis,,"甘,微寒","Sweet,Slightly Cold","胃,肾","Stomach,Kidney",补虚药,Tonifying And Replenishing Medicinal,,,,,,,HERB005051|HERB005054|HERB005055,0
542,石膏,Shigao,Gypsum Fibrosum,,"甘,辛,大寒","Sweet,Pungent,Big Chill","肺,胃","Lung,Stomach",清热药,Heat-Clearing Medicinal,,,,,,,HERB005048,0
543,煅石膏,Duanshigao,Gypsum Ustum,,"甘,辛,涩,寒","Sweet,Pungent,Astringent,Cold","肺,胃","Lung,Stomach",清热泻火药,Fire Purging Drugs,,,,,,,HERB001441,0
544,龙眼肉,Longyanrou,Longan Arillus,,"甘,温","Sweet,Warm","心,脾","Heart,Spleen",补虚药,Tonifying And Replenishing Medicinal,,,,,,,HERB003498,0
545,白矾,Baifan,Alumen,,"酸,涩,寒","Sour,Astringent,Cold","肺,脾,肝,大肠","Lung,Spleen,Liver,Large Intestine",攻毒杀虫止痒药,Toxin-Attacking And Worm-Expelling And Itch-Relieving Medicinal,,,,,,,HERB000177,0
546,瓜子金,Guazijin,Polygalae Japonicae Herba,,"辛,苦,平","Pungent,Bitter,Calm",肺,Lung,化痰药,Phlegresolving Medicine,,,,,,,,0
547,瓜蒌子,Gualouzi,Trichosanthis Semen,,"甘,寒","Sweet,Cold","肺,胃,大肠","Lung,Stomach,Large Intestine",化痰药,Phlegresolving Medicine,,,,,,炒瓜蒌子,,0
548,炒瓜蒌子,Chaogualouzi,Trichosanthis Semen Tostum,,"甘,寒","Sweet,Cold","肺,胃,大肠","Lung,Stomach,Large Intestine",化痰药,Phlegresolving Medicine,,,,,,瓜蒌子,,0
549,瓜蒌皮,Gualoupi,Trichosanthis Pericarpium,,"甘,寒","Sweet,Cold","肺,胃","Lung,Stomach",化痰药,Phlegresolving Medicine,,,,,,,,0
550,冬凌草,Donglingcao,Rabdosiae Rubescentis Herba,,"苦,甘,微寒","Bitter,Sweet,Slightly Cold","肺,胃,肝","Lung,Stomach,Liver",清热解毒药,Antipyretic Detoxicate Drugs,,,,,,,,0
551,玄明粉,Xuanmingfen,Natrii Sulfas Exsiccatus,,"咸,苦,寒","Salty,Bitter,Cold","胃,大肠","Stomach,Large Intestine","攻下药,泻下药",Offensive Purgative Medicinal,,,,,,,HERB006278,0
552,法半夏,Fabanxia,Pinelliae Rhizoma Praeparatum,,"辛,温","Pungent,Warm","脾,胃,肺","Spleen,Stomach,Lung",化痰药,Phlegresolving Medicine,,,,,,,HERB001604,0
553,姜半夏,Jiangbanxia,Pinelliae Rhizoma Praeparatumcum Zingibere Et Alumine,,"辛,温","Pungent,Warm","脾,胃,肺","Spleen,Stomach,Lung",化痰药,Phlegresolving Medicine,,,,,,半夏,,0
554,清半夏,Qingbanxia,Pinelliae Rhizoma Praeparatum Cum Alumine,,"辛,温","Pungent,Warm","脾,胃,肺","Spleen,Stomach,Lung",化痰药,Phlegresolving Medicine,,,,,,半夏,,0
555,母丁香,Mudingxiang,Caryophylli Fructus,,"辛,温","Pungent,Warm","脾,胃,肺,肾","Spleen,Stomach,Lung,Kidney",温里药,Warming Interior Drugs,,,,,,,HERB004015,0
556,丝瓜络,Sigualuo,Luffae Fructus Retinervus,,"甘,平","Sweet,Calm","肺,胃,肝","Lung,Stomach,Liver",祛风湿药,Wind-Dampnessdispelling Medicinal,,,,,,,HERB005222,0
557,地龙,Dilong,Pheretima,,"咸,寒","Salty,Cold","肝,脾,膀胱","Liver,Spleen,Bladder",平肝熄风药,Liver-Pacifying Wind-Extinguishing Medicinal,,,,,,,HERB001257,0
558,芒硝,Mangxiao,Natrii Sulfas,,"咸,苦,寒","Salty,Bitter,Cold","胃,大肠","Stomach,Large Intestine","攻下药,泻下药",Offensive Purgative Medicinal,,,,,,,HERB003748,0
559,亚乎奴（锡生藤）,Yahunu,Cissampelotis Herba,,"甘,苦,温","Sweet,Bitter,Warm",,,拔毒化腐生肌药,"External Medicinal (Draw Out Toxin, Resolve Putridity)",,,,,,锡生藤,,0
560,西瓜霜,Xiguashuang,Mirabilitum Praeparatum,,"咸,寒","Salty,Cold","肺,胃,大肠","Lung,Stomach,Large Intestine",清热泻火药,Fire Purging Drugs,,,,,,,,0
561,西青果,Xiqingguo,Chebulae Fructus Immaturus,,"苦,酸,涩,平","Bitter,Sour,Astringent,Calm","肺,大肠","Lung,Large Intestine",清热药,Heat-Clearing Medicinal,,,,,,,,0
562,当药,Dangyao,Swertiae Herba,,"苦,寒","Bitter,Cold","肝,胃,大肠","Liver,Stomach,Large Intestine",清热燥湿药,Heat-Clearing And Dampnessdrying Medicinal,,,,,,,HERB001213,0
563,虫白蜡,Chongbaila,Cera Chinensis,,"甘,淡,温","Sweet,Tasteless,Warm",肝,Liver,,,,,,,,,HERB000814,0
564,朱砂,Zhusha,Cinnabaris,,"甘,微寒,有毒","Sweet,Slightly Cold,Toxic",心,Heart,安神药,Tranguilizing Medicinal,,,,,,,HERB007117,0
565,朱砂根,Zhushagen,Ardisiae Crenatae Radix,,"微苦,辛,平","Slightly Bitter,Pungent,Calm","肺,肝","Lung,Liver",解毒杀虫燥湿止痒药,Medicinal For Detoxification、Parasiticide、Drying Dampness And Relieving Itching,,,,,,,HERB007119,0
566,竹茹,Zhuru,Bambusae Caulis In Taenias,,"甘,微寒","Sweet,Slightly Cold","肺,胃,心,胆","Lung,Stomach,Heart,Gallbladder",化痰药,Phlegresolving Medicine,,,,,,,HERB007116,0
567,自然铜,Zirantong,Pyritum,,"辛,平","Pungent,Calm",肝,Liver,活血化瘀药,Blood-Activating And Stasis-Resolving Medicinal,,,,,,,HERB007200,0
568,血余炭,Xueyutan,Crinis Carbonisatus,,"苦,平","Bitter,Calm","肝,胃","Liver,Stomach",止血药,Hemostatic Medicinal,,,,,,,HERB006305,0
569,血竭,Xuejie,Draconis Sanguis,,"甘,咸,平","Sweet,Salty,Calm","心,肝","Heart,Liver",活血化瘀药,Blood-Activating And Stasis-Resolving Medicinal,,,,,,,HERB006290,0
570,全蝎,Quanxie,Scorpio,,"辛,平,有毒","Pungent,Calm,Toxic",肝,Liver,平肝熄风药,Liver-Pacifying Wind-Extinguishing Medicinal,,,,,,,HERB004579,0
571,合欢皮,Hehuanpi,Albiziae Cortex,,"甘,平","Sweet,Calm","心,肝,肺","Heart,Liver,Lung",安神药,Tranguilizing Medicinal,,,,,,,HERB002173,0
572,合欢花,Hehuanhua,Albiziae Flos,,"甘,平","Sweet,Calm","心,肝","Heart,Liver",安神药,Tranguilizing Medicinal,,,,,,,HERB002172,0
573,灯盏细辛（灯盏花）,Dengzhanxixin,Erigerontis Herba,,"辛,微苦,温","Pungent,Slightly Bitter,Warm","心,肝","Heart,Liver",活血祛瘀药,Blood Activating Stasis Removing Drugs,,,,,,灯盏花,,0
574,红大戟,Hongdaji,Knoxiae Radix,,"苦,寒,有小毒","Bitter,Cold,Slightly Toxic","肺,脾,肾","Lung,Spleen,Kidney",泻下药,Purgative Medicinal,,,,,,,HERB002260,0
575,红花龙胆,Honghualongdan,Gentianae Rhodanthae Herba,,"苦,寒","Bitter,Cold","肝,胆","Liver,Gallbladder",清热燥湿药,Heat-Clearing And Dampnessdrying Medicinal,,,,,,,HERB002280,0
576,炙红芪,Zhihongqi,Hedysari Radix Praeparata Cum Melle,,"甘,温","Sweet,Warm","肺,脾","Lung,Spleen",补气药,Qi Reinforcing Drugs,,,,,,,HERB006995,0
577,红豆蔻,Hongdoukou,Galangae Fructus,,"辛,温","Pungent,Warm","脾,肺","Spleen,Lung",温里药,Warming Interior Drugs,,,,,,,HERB002263,0
578,红粉,Hongfen,Hydrargyri Oxydum Rubrum,,"辛,热,有大毒","Pungent,Hot,Extremely Poisonous","肺,脾","Lung,Spleen",拔毒化腐生肌药,"External Medicinal (Draw Out Toxin, Resolve Putridity)",,,,,,,HERB002267,0
579,红景天,Hongjingtian,Rhodiolae Crenulatae Radix Et Rhizoma,,"甘,苦,平","Sweet,Bitter,Calm","肺,心","Lung,Heart",补虚药,Tonifying And Replenishing Medicinal,,,,,,,HERB002294,0
580,麦冬,Maidong,Ophiopogonis Radix,,"甘,微苦,微寒","Sweet,Slightly Bitter,Slightly Cold","心,肺,胃","Heart,Lung,Stomach",补虚药,Tonifying And Replenishing Medicinal,,,,,,,HERB003708,0
581,远志,Yuanzhi,Polygalae Raedix,,"苦,辛,温","Bitter,Pungent,Warm","心,肾,肺","Heart,Kidney,Lung",安神药,Tranguilizing Medicinal,,,,,,,HERB006798,0
582,赤石脂,Chishizhi,Halloysitum Rubrum,,"甘,酸,涩,温","Sweet,Sour,Astringent,Warm","大肠,胃","Large Intestine,Stomach",收涩药,Astringent Medicinal,,,,,,,HERB000803,0
583,花蕊石,Huaruishi,Ophicalcitum,,"酸,涩,平","Sour,Astringent,Calm",肝,Liver,止血药,Hemostatic Medicinal,,,,,,,HERB002443,0
584,苏木,Sumu,Sappan Lignum,,"甘,咸,平","Sweet,Salty,Calm","心,肝,脾","Heart,Liver,Spleen",活血化瘀药,Blood-Activating And Stasis-Resolving Medicinal,,,,,,,HERB005297,0
585,杠板归,Gangbanggui,Polygoni Perfoliati Herba,,"酸,微寒","Sour,Slightly Cold","肺,膀胱","Lung,Bladder",清热解毒药,Antipyretic Detoxicate Drugs,,,,,,,,0
586,巫山淫羊藿,Wushan yingyanghuo,Epimedii Wushanensis Folium,,"辛,甘,温","Pungent,Sweet,Warm","肝,肾","Liver,Kidney",补阳药,Yang Reinforcing Drugs,,,,,,,HERB005749,0
587,牡蛎,Muli,Ostreae Concha,,"咸,微寒","Salty,Slightly Cold","心,肝,肾","Heart,Liver,Kidney",平肝熄风药,Liver-Pacifying Wind-Extinguishing Medicinal,,,,,,,HERB004050,0
588,体外培育牛黄,Tiwai Peiyu Niuhuang,Bovis Calculus Sativus,,,,"心,肝","Heart,Liver",平肝熄风药,Liver-Pacifying Wind-Extinguishing Medicinal,,,,,,,,0
589,何首乌,Heshouwu,Polygoni Multiflori Radix,,"苦,甘,涩,微温","Bitter,Sweet,Astringent,Slightly Warm","肝,心,肾","Liver,Heart,Kidney",补虚药,Tonifying And Replenishing Medicinal,,,,,,制何首乌,HERB002185,0
590,制何首乌,Zhiheshouwu,Polgoni Multiflori Radix Praeparata,,"苦,甘,涩,微温","Bitter,Sweet,Astringent,Slightly Warm","肝,心,肾","Liver,Heart,Kidney",补虚药,Tonifying And Replenishing Medicinal,,,,,,何首乌,,0
591,皂矾（绿矾）,Zaofan,Melanteritum,,"酸,凉","Sour,Cool","肝,脾","Liver,Spleen",解毒杀虫燥湿止痒药,Medicinal For Detoxification、Parasiticide、Drying Dampness And Relieving Itching,,,,,,绿矾,,0
592,谷芽,Guya,Setariae Fructus Germinatus,,"甘,温","Sweet,Warm","脾,胃","Spleen,Stomach",消食药,Digestants,,,,,,,HERB001947,0
593,龟甲,Guijia,Testudinis Carapax Et Plastrum,,"咸,甘,微寒","Salty,Sweet,Slightly Cold","肝,肾,心","Liver,Kidney,Heart",补虚药,Tonifying And Replenishing Medicinal,,,,,,,HERB002050,0
594,龟甲胶,Guijiajiao,Testudinis Carapacis Et Plastri Colla,,"咸,甘,凉","Salty,Sweet,Cool","肝,肾,心","Liver,Kidney,Heart",补虚药,Tonifying And Replenishing Medicinal,,,,,,,,0
595,补骨脂,Buguzhi,Psoraleae Fructus,,"辛,苦,温","Pungent,Bitter,Warm","肾,脾","Kidney,Spleen",补虚药,Tonifying And Replenishing Medicinal,,,,,,,HERB000546,0
596,阿胶,Ejiao,Asini Corii Colla,,"甘,平","Sweet,Calm","肺,肝,肾","Lung,Liver,Kidney",补虚药,Tonifying And Replenishing Medicinal,,,,,,,HERB001564,0
597,阿魏,Awei,Ferulae Resina,,"苦,辛,温","Bitter,Pungent,Warm","脾,胃","Spleen,Stomach",消食药,Digestants,,,,,,,HERB000029,0
598,忍冬藤,Rendongteng,Lonicerae Japonicae Caulis,,"甘,寒","Sweet,Cold","肺,胃","Lung,Stomach",清热药,Heat-Clearing Medicinal,,,,,,,HERB004605,0
599,鸡内金,Jineijin,Galli Gigerii Endothelium Corneum,,"甘,平","Sweet,Calm","脾,胃,小肠,膀胱","Spleen,Stomach,Small Intestine,Bladder",消食药,Digestants,,,,,,,HERB002690,0
600,青礞石,Qingmengshi,Chloriti Lapis,,"甘,咸,平","Sweet,Salty,Calm","肺,心,肝","Lung,Heart,Liver",化痰药,Phlegresolving Medicine,,,,,,,HERB004529,0
601,苦木,Kumu,Picrasmae Ramulus Et Folium,,"苦,寒,有小毒","Bitter,Cold,Slightly Toxic","肺,大肠","Lung,Large Intestine",清热药,Heat-Clearing Medicinal,,,,,,,HERB003159,0
602,苦玄参,Kuxuanshen,Picriae Herba,,"苦,寒","Bitter,Cold","肺,胃,肝","Lung,Stomach,Liver",清热解毒药,Antipyretic Detoxicate Drugs,,,,,,,HERB003175,0
603,枫香脂,Fengxiangzhi,Liquidambaris Resina,,"辛,微苦,平","Pungent,Slightly Bitter,Calm","肺,脾","Lung,Spleen",活血化瘀药,Blood-Activating And Stasis-Resolving Medicinal,,,,,,,HERB001726,0
604,刺五加,Ciwujia,Acanthopanacis Senticosi Radix Et Rhizoma Seu Caulis,,"辛,微苦,温","Pungent,Slightly Bitter,Warm","脾,肾,心","Spleen,Kidney,Heart",补气药,Qi Reinforcing Drugs,,,,,,,HERB000940,0
605,明党参,Mingdangshen,Changii Radix,,"甘,微苦,微寒","Sweet,Slightly Bitter,Slightly Cold","肺,脾,肝","Lung,Spleen,Liver",补气药,Qi Reinforcing Drugs,,,,,,,HERB003979,0
606,岩白菜,Yanbaicai,Bergeniae Rhizoma,,"苦,涩,平","Bitter,Astringent,Calm","肺,肝,脾","Lung,Liver,Spleen",收涩药,Astringent Medicinal,,,,,,,HERB006342,0
607,金龙胆草,Jinlongdancao,Conyzae Herba,,"苦,寒","Bitter,Cold","肺,肝","Lung,Liver",清化热痰药,Heat-Clearing Phlegm-Transforming Medicinal,,,,,,,,0
608,金钱白花蛇,Jinqianbaihuashe,Bungarus Parvus,,"甘,咸,温,有毒","Sweet,Salty,Warm,Toxic",肝,Liver,祛风湿药,Wind-Dampnessdispelling Medicinal,,,,,,,,0
609,金铁锁,Jintiesuo,Psammosilenes Radix,,"苦,辛,温,有小毒","Bitter,Pungent,Warm,Slightly Toxic",肝,Liver,祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,,,,,,,HERB002954,0
610,金礞石,Jingmengshi,Micae Lapis Aureus,,"甘,咸,平","Sweet,Salty,Calm","肺,心,肝","Lung,Heart,Liver",化痰药,Phlegresolving Medicine,,,,,,,HERB002934,0
611,狗脊,Gouji,Cibotii Rhizoma,,"苦,甘,温","Bitter,Sweet,Warm","肝,肾","Liver,Kidney",祛风湿药,Wind-Dampnessdispelling Medicinal,,,,,,,HERB001903,0
612,炉甘石,Luganshi,Calamina,,"甘,平","Sweet,Calm","肝,脾","Liver,Spleen",拔毒化腐生肌药,"External Medicinal (Draw Out Toxin, Resolve Putridity)",,,,,,,HERB003525,0
613,珍珠,Zhenzhu,Margarita,,"甘,咸,寒","Sweet,Salty,Cold","心,肝","Heart,Liver",平肝熄风药,Liver-Pacifying Wind-Extinguishing Medicinal,,,,,,,HERB006967,0
614,珍珠母,Zhenzhumu ,Margaritifera Concha,,"咸,寒","Salty,Cold","肝,心","Liver,Heart",平肝熄风药,Liver-Pacifying Wind-Extinguishing Medicinal,,,,,,,HERB002650|HERB006972,0
615,荆芥炭,Jingjietan,Schizonepetae Herba Carbonisata,,"辛,涩,微温","Pungent,Astringent,Slightly Warm","肺,肝","Lung,Liver",解表药,Exterior-Releasing Medicinal,,,,,,荆芥,,0
616,荆芥穗炭,Jingjiesuitan ,Schizonepetae Spica Carbonisata,,"辛,涩,微温","Pungent,Astringent,Slightly Warm","肺,肝","Lung,Liver",解表药,Exterior-Releasing Medicinal,,,,,,荆芥穗,,0
617,制草乌,Zh1caowu,Aconiti Kusnezoffii Radix Cocta,,"辛,苦,热,有毒","Pungent,Bitter,Hot,Toxic","心,肝,肾,脾","Heart,Liver,Kidney,Spleen",祛风湿药,Wind-Dampnessdispelling Medicinal,,,,,,,HERB006983,0
618,草豆蔻,Caodoukou,Alpiniae Katsumadai Semen,,"辛,温","Pungent,Warm","脾,胃","Spleen,Stomach",化湿药,Dampness Removing Drugs,,,,,,,HERB000592,0
619,茯苓皮,Fulingpi,Poriae Cutis,,"甘,淡,平","Sweet,Tasteless,Calm","肺,脾,肾","Lung,Spleen,Kidney",利水渗湿药,Diuretic Dampness Excreting Drugs,,,,,,,HERB001750,0
620,南板蓝根,Nanbanlangen,"Baphicacanthis Cusiae Rhizoma
 Et Radix",,"苦,寒","Bitter,Cold","心,胃","Heart,Stomach",清热解毒药,Antipyretic Detoxicate Drugs,,,,,,板蓝根,,0
621,焦栀子,Jiaozhizi,Gardeniae Fructus Praeparatus,,"苦,寒","Bitter,Cold","心,肺,三焦","Heart,Lung,Triple Energizers",清热药,Heat-Clearing Medicinal,,,,,,栀子,HERB002871,0
622,厚朴花,Houpohua,Magnoliae Officinalis Flos,,"苦,微温","Bitter,Slightly Warm","脾,胃","Spleen,Stomach",化湿药,Dampness Removing Drugs,,,,,,,HERB002340|HERB002343,0
623,轻粉,Qingfen,Calomelas,,"辛,寒,有毒","Pungent,Cold,Toxic","大肠,小肠","Large Intestine,Small Intestine",拔毒化腐生肌药,"External Medicinal (Draw Out Toxin, Resolve Putridity)",,,,,,,HERB004517,0
624,哈蟆油,Hamayou,Ranae Oviductus,,"甘,咸,平","Sweet,Salty,Calm","肺,肾","Lung,Kidney",,,,,,,,,,0
625,钟乳石,Zhongrushi,Stalactitum,,"甘,温","Sweet,Warm","肺,肾,胃","Lung,Kidney,Stomach",补虚药,Tonifying And Replenishing Medicinal,,,,,,,HERB007081,0
626,重楼,Chonglou,Paridis Rhizoma,,"苦,微寒,有小毒","Bitter,Slightly Cold,Slightly Toxic",肝,Liver,清热药,Heat-Clearing Medicinal,,,,,,,HERB000818,0
627,禹余粮,Yuyuliang,Limonitum,,"甘,涩,微寒","Sweet,Astringent,Slightly Cold","胃,大肠","Stomach,Large Intestine",收涩药,Astringent Medicinal,,,,,,,HERB006750,0
628,胆南星,Dannanxing,Arisaema Cum Bile,,"苦,微辛,凉","Bitter,Slightly Pungent,Cool","肺,肝,脾","Lung,Liver,Spleen",化痰药,Phlegresolving Medicine,,,,,,,HERB001192,0
629,独一味,Duyiwei,Lamiophlomis Herba,,"甘,苦,平","Sweet,Bitter,Calm",肝,Liver,活血祛瘀药,Blood Activating Stasis Removing Drugs,,,,,,,HERB001407,0
630,首乌藤,Shouwuteng,Polygoni Multiflori Caulis,,"甘,平","Sweet,Calm","心,肝","Heart,Liver",安神药,Tranguilizing Medicinal,,,,,,,HERB005114,0
631,洪连,Honglion,Lagotidis Herba,,"苦,甘,寒","Bitter,Sweet,Cold","肺,心,肝","Lung,Heart,Liver",清热解毒药,Antipyretic Detoxicate Drugs,,,,,,,HERB002298,0
632,珠子参,Zhuzishen,Panacis Majoris Rhizoma,,"苦,甘,微寒","Bitter,Sweet,Slightly Cold","肝,肺,胃","Liver,Lung,Stomach",补阴药,Yin-Tonifying Medicinal,,,,,,,HERB007136,0
633,莲子,Lianzi,Nelumbinis Semen,,"甘,涩,平","Sweet,Astringent,Calm","脾,肾,心","Spleen,Kidney,Heart",收涩药,Astringent Medicinal,,,,,,,HERB003376,0
634,桃枝,Taozhi,Persicae Ramulus,,"苦,平","Bitter,Calm","心,肝","Heart,Liver",活血祛瘀药,Blood Activating Stasis Removing Drugs,,,,,,,HERB005415,0
635,铁皮石斛,Tiepishihu,Dendrobii Officinalis Caulis,,"甘,微寒","Sweet,Slightly Cold","胃,肾","Stomach,Kidney",补阴药,Yin-Tonifying Medicinal,,,,,,,HERB005502,0
636,臭灵丹草,Choulingdancao,Laggerae Herba,,"辛,苦,寒,有毒","Pungent,Bitter,Cold,Toxic",肺,Lung,清热解毒药,Antipyretic Detoxicate Drugs,,,,,,,,0
637,狼毒,Langdu,Euphorbiae Ebracteolatae Radix,,"辛,平,有毒","Pungent,Calm,Toxic","肝,脾","Liver,Spleen",通水药,Drastic Purgatives,,,,,,,HERB003269,0
638,高山辣根菜,Gaoshanlagencai,Pegaeophyti Radixe Tr Hizoma,,"苦,辛,寒","Bitter,Pungent,Cold","肺,肝","Lung,Liver",清热解毒药,Antipyretic Detoxicate Drugs,,,,,,,HERB001861,0
639,粉葛,Fenge,Puerariae Thomsonii Radix,,"甘,辛,凉","Sweet,Pungent,Cool","脾,胃","Spleen,Stomach",辛凉解表药,Pungent Cool Diaphoretics,,,,,,,HERB001683,0
640,海马,Haima,Hippocampus,,"甘,咸,温","Sweet,Salty,Warm","肝,肾","Liver,Kidney",补虚药,Tonifying And Replenishing Medicinal,,,,,,,HERB002097,0
641,海龙,Hailong,Syngnathus,,"甘,咸,温","Sweet,Salty,Warm","肝,肾","Liver,Kidney",补阳药,Yang Reinforcing Drugs,,,,,,,HERB002096,0
642,海螵蛸,haipiaoxiao,Sepiae Endoconcha,,"咸,涩,温","Salty,Astringent,Warm","脾,肾","Spleen,Kidney",收涩药,Astringent Medicinal,,,,,,,HERB002108,0
643,通关藤,Tongguanteng,Marsdeniae Tenacissimae Caulis,,"苦,微寒","Bitter,Slightly Cold",肺,Lung,止咳平喘药,Antitussive Antiasthmetics,,,,,,,HERB005526,0
644,桑螵蛸,Sangpiaoxiao,Mantidis Ootheca,,"甘,咸,平","Sweet,Salty,Calm","肝,肾","Liver,Kidney",收涩药,Astringent Medicinal,,,,,,,HERB004831,0
645,黄山药,Huangshanyao,Dioscorea Panthaicae Rhizoma,,"苦,微辛,平","Bitter,Slightly Pungent,Calm","胃,心","Stomach,Heart",理气药,Qi Regulating Drugs,,,,,,,HERB002573,0
646,炙黄芪,Zhihuangqi,"Astragali Radix Praeparata
Cum Melle",,"甘,温","Sweet,Warm","肺,脾","Lung,Spleen",补虚药,Tonifying And Replenishing Medicinal,,,,,,,HERB006998,0
647,黄蜀葵花,Huangshukuihua,Abelmoschi Corolla,,"甘,寒","Sweet,Cold","肾,膀胱","Kidney,Bladder",清热燥湿药,Heat-Clearing And Dampnessdrying Medicinal,,,,,,,HERB002574,0
648,黄藤,Huangteng,Fibraureae Caulis,,"苦,寒","Bitter,Cold","心,肝","Heart,Liver",清热解毒药,Antipyretic Detoxicate Drugs,,,,,,,,0
649,菥蓂,ximing,Thlaspi Herba,,"辛,微寒","Pungent,Slightly Cold","肝,胃,大肠","Liver,Stomach,Large Intestine",平肝熄风药,Liver-Pacifying Wind-Extinguishing Medicinal,,,,,,,,0
650,救必应,Jiubiying,Ilicis Rotundae Cortex,,"苦,寒","Bitter,Cold","肺,胃,大肠,肝","Lung,Stomach,Large Intestine,Liver",清热解毒药,Antipyretic Detoxicate Drugs,,,,,,,HERB003000,0
651,野马追,Yemazhui,Eupatorii Lindleyani Herba,,"苦,平","Bitter,Calm",肺,Lung,化痰药,Phlegresolving Medicine,,,,,,,,0
652,野木瓜,Yemugua,Stauntoniae Caulis Et Folium,,"微苦,平","Slightly Bitter,Calm","肝,胃","Liver,Stomach",祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,,,,,,,HERB006476,0
653,蛇蜕,Shetui,Serpentis Periostracum,,"咸,甘,平","Salty,Sweet,Calm",肝,Liver,祛风湿药,Wind-Dampnessdispelling Medicinal,,,,,,,HERB004983,0
654,猪胆粉,Zhudanfen,Suis Fellis Pul Vis,,"苦,寒","Bitter,Cold","肝,胆,肺,大肠","Liver,Gallbladder,Lung,Large Intestine",清热解毒药,Antipyretic Detoxicate Drugs,,,,,,,,0
655,鹿角,Lujiao,Cervi Cornu,,"咸,温","Salty,Warm","肾,肝","Kidney,Liver",补虚药,Tonifying And Replenishing Medicinal,,,,,,,HERB003529,0
656,鹿角胶,Lujiaojiao,Cervi Cornus Colla,,"甘,咸,温","Sweet,Salty,Warm","肾,肝","Kidney,Liver",补虚药,Tonifying And Replenishing Medicinal,,,,,,,HERB003531,0
657,鹿角霜,Lujiooshuong,Cervi Cornu Degelatinatum,,"咸,涩,温","Salty,Astringent,Warm","肝,肾","Liver,Kidney",补虚药,Tonifying And Replenishing Medicinal,,,,,,,HERB003533,0
658,鹿茸,Lurong,Cervi Cornu Pantotrichum,,"甘,咸,温","Sweet,Salty,Warm","肾,肝","Kidney,Liver",补虚药,Tonifying And Replenishing Medicinal,,,,,,,HERB003536,0
659,羚羊角,Lingyangpao,Saigae Tataricae Cornu,,"咸,寒","Salty,Cold","肝,心","Liver,Heart",平肝熄风药,Liver-Pacifying Wind-Extinguishing Medicinal,,,,,,,HERB003441,0
660,淡竹叶,Danzhuye,Lophatheri Herba,,"甘,淡,寒","Sweet,Tasteless,Cold","心,胃,小肠","Heart,Stomach,Small Intestine",清热药,Heat-Clearing Medicinal,,,,,,,HERB001204,0
661,绵马贯众炭,Mianmaguanzhongtan,Dryopteridis Crassirhizomatis Rhizoma Carbonisatum,,"苦,涩,微寒,有小毒","Bitter,Astringent,Slightly Cold,Slightly Toxic","肝,胃","Liver,Stomach",清热药,Heat-Clearing Medicinal,,,,,,绵马贯众,,0
662,棕榈,Zonglü,Trachycarpi  Petiolus,,"苦,涩,平","Bitter,Astringent,Calm","肺,肝,大肠","Lung,Liver,Large Intestine",止血药,Hemostatic Medicinal,,,,,,,HERB007244,0
663,硫黄,Liuhuang,Sulfur,,"酸,温,有毒","Sour,Warm,Toxic","肾,大肠","Kidney,Large Intestine",,,,,,,,,,0
